Date,Open,High,Low,Close,Volume
2013-12-01,17.030000686645508,17.309999465942386,15.93000030517578,17.270000457763672,30510100.0
2014-01-01,17.15999984741211,17.25,15.25,15.619999885559082,33382400.0
2014-02-01,15.550000190734865,15.739999771118164,14.199999809265135,15.5600004196167,30731400.0
2014-03-01,15.40999984741211,16.420000076293945,15.25,16.399999618530273,29308300.0
2014-04-01,16.389999389648438,16.979999542236328,15.6899995803833,16.559999465942386,25002400.0
2014-05-01,16.59000015258789,17.260000228881836,16.430000305175778,17.100000381469727,23599000.0
2014-06-01,16.950000762939453,17.200000762939453,16.399999618530273,16.540000915527347,26823500.0
2014-07-01,16.649999618530273,17.079999923706055,14.31999969482422,14.390000343322756,41259500.0
2014-08-01,14.300000190734865,15.4399995803833,14.229999542236328,15.350000381469727,29959500.0
2014-09-01,15.390000343322756,15.5,14.279999732971193,14.279999732971193,27671600.0
2014-10-01,14.270000457763672,14.84000015258789,13.43000030517578,14.770000457763672,43888100.0
2014-11-01,14.800000190734865,15.390000343322756,14.670000076293945,15.130000114440918,23808200.0
2014-12-01,15.06999969482422,15.15999984741211,13.90999984741211,14.630000114440918,29077900.0
2015-01-01,14.710000038146973,14.770000457763672,13.59000015258789,14.039999961853027,28882400.0
2015-02-01,14.050000190734865,15.270000457763672,13.970000267028807,15.15999984741211,16652800.0
2015-03-01,15.25,15.300000190734865,14.470000267028807,14.9399995803833,26541800.0
2015-04-01,14.9399995803833,15.770000457763672,14.75,15.289999961853027,27794500.0
2015-05-01,15.300000190734865,15.5600004196167,15.010000228881836,15.460000038146973,19653700.0
2015-06-01,15.5,16.239999771118164,14.84000015258789,15.630000114440918,24264200.0
2015-07-01,16.059999465942386,16.860000610351562,15.539999961853027,16.729999542236328,27486500.0
2015-08-01,16.790000915527347,16.899999618530273,14.859999656677244,15.710000038146973,23466200.0
2015-09-01,15.399999618530273,16.239999771118164,15.050000190734865,15.640000343322756,20909700.0
2015-10-01,15.640000343322756,18.36000061035156,15.239999771118164,18.040000915527344,40212900.0
2015-11-01,18.190000534057614,19.09000015258789,18.049999237060547,18.959999084472656,30012000.0
2015-12-01,19.0,19.11000061035156,17.969999313354492,18.6299991607666,36663700.0
2016-01-01,18.34000015258789,18.739999771118164,17.260000228881836,18.07999992370605,53610400.0
2016-02-01,18.010000228881836,18.190000534057614,17.09000015258789,17.799999237060547,36797800.0
2016-03-01,17.93000030517578,18.43000030517578,17.700000762939453,18.280000686645508,50855100.0
2016-04-01,18.200000762939453,18.700000762939453,17.75,18.489999771118164,47330100.0
2016-05-01,18.59000015258789,19.36000061035156,18.46999931335449,19.15999984741211,32385500.0
2016-06-01,18.920000076293945,19.290000915527344,18.030000686645508,19.290000915527344,34183200.0
2016-07-01,19.239999771118164,20.0,19.0,19.3799991607666,24609800.0
2016-08-01,19.36000061035156,19.57999992370605,18.8700008392334,19.229999542236328,23111600.0
2016-09-01,19.26000022888184,19.31999969482422,17.549999237060547,17.6200008392334,35390100.0
2016-10-01,17.610000610351562,18.559999465942386,16.510000228881836,16.860000610351562,45670100.0
2016-11-01,16.860000610351562,18.40999984741211,16.670000076293945,17.8700008392334,37518900.0
2016-12-01,17.68000030517578,19.21999931335449,17.530000686645508,19.0,34141800.0
2017-01-01,19.100000381469727,20.940000534057614,18.770000457763672,20.799999237060547,46908300.0
2017-02-01,20.86000061035156,21.190000534057614,20.520000457763672,20.709999084472656,32347200.0
2017-03-01,20.899999618530273,20.989999771118164,19.81999969482422,20.479999542236328,28854200.0
2017-04-01,20.43000030517578,20.899999618530273,19.75,20.68000030517578,21649700.0
2017-05-01,20.75,20.76000022888184,19.32999992370605,19.780000686645508,21783600.0
2017-06-01,19.68000030517578,20.559999465942386,19.34000015258789,19.530000686645508,25756100.0
2017-07-01,19.530000686645508,20.18000030517578,18.76000022888184,19.6200008392334,27452900.0
2017-08-01,19.63999938964844,19.670000076293945,18.88999938964844,19.09000015258789,22782200.0
2017-09-01,19.1200008392334,19.88999938964844,17.920000076293945,19.690000534057614,27270200.0
2017-10-01,19.690000534057614,20.51000022888184,19.32999992370605,20.290000915527344,25421100.0
2017-11-01,20.38999938964844,21.06999969482422,20.18000030517578,20.96999931335449,31473100.0
2017-12-01,21.0,21.559999465942386,20.5,21.3799991607666,31777300.0
2018-01-01,21.40999984741211,22.34000015258789,19.61000061035156,21.489999771118164,95986700.0
2018-02-01,21.51000022888184,21.93000030517578,19.6200008392334,20.030000686645508,65571700.0
2018-03-01,20.059999465942386,21.709999084472656,19.479999542236328,21.450000762939453,55803800.0
2018-04-01,21.420000076293945,21.940000534057614,20.31999969482422,20.399999618530273,41565100.0
2018-05-01,20.38999938964844,21.38999938964844,19.520000457763672,20.979999542236328,33920100.0
2018-06-01,21.15999984741211,21.559999465942386,19.649999618530273,19.90999984741211,42002600.0
2018-07-01,19.790000915527344,21.420000076293945,19.709999084472656,21.309999465942386,32694600.0
2018-08-01,21.290000915527344,22.559999465942386,21.18000030517578,22.18000030517578,29291800.0
2018-09-01,22.18000030517578,23.04999923706055,22.11000061035156,22.3799991607666,37646200.0
2018-10-01,22.43000030517578,22.56999969482422,19.809999465942386,22.049999237060547,39124600.0
2018-11-01,22.030000686645508,22.78000068664551,20.90999984741211,22.54999923706055,29861000.0
2018-12-01,22.56999969482422,22.82999992370605,19.549999237060547,20.56999969482422,32740700.0
